id,name,role,stake,sent_bodies_messages,sent_bodies_bytes,sent_announcements_messages,sent_announcements_bytes,sent_requests_messages,sent_requests_bytes,sent_bytes,sent_mean_mbit_s,sent_peak_1s_mbit_s,sent_peak_window_start_s,received_bodies_messages,received_bodies_bytes,received_announcements_messages,received_announcements_bytes,received_requests_messages,received_requests_bytes,received_bytes,received_mean_mbit_s,received_peak_1s_mbit_s,received_peak_window_start_s
732,node-307,BP,33146467,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16546,1555324,0,0,0,0,1555324,0.03110648,0.617392,67
733,node-308,BP,33144928,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17244,1620936,0,0,0,0,1620936,0.03241872,0.642208,67
734,node-309,BP,33130858,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17281,1624414,0,0,0,0,1624414,0.03248828,0.643712,67
735,node-31,BP,22576316,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17292,1625448,0,0,0,0,1625448,0.03250896,0.640704,67
736,node-310,BP,33121595,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17312,1627328,0,0,0,0,1627328,0.03254656,0.644464,67
737,node-311,BP,33112177,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17122,1609468,0,0,0,0,1609468,0.03218936,0.636944,67
738,node-312,BP,33111590,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16436,1544984,0,0,0,0,1544984,0.03089968,0.60912,67
739,node-313,BP,33103118,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16531,1553914,0,0,0,0,1553914,0.03107828,0.622656,67
740,node-314,BP,32807628,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17096,1607024,0,0,0,0,1607024,0.03214048,0.63544,67
741,node-315,BP,32751227,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16442,1545548,0,0,0,0,1545548,0.030910959999999998,0.615888,67
742,node-316,BP,32449773,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16069,1510486,0,0,0,0,1510486,0.03020972,0.600848,67
743,node-317,BP,32337519,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16361,1537934,0,0,0,0,1537934,0.030758679999999997,0.609872,67
744,node-318,BP,32199908,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16113,1514622,0,0,0,0,1514622,0.030292439999999997,0.59784,67
745,node-319,BP,32163411,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15913,1495822,0,0,0,0,1495822,0.02991644,0.591824,67
746,node-32,BP,58987419,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16605,1560870,0,0,0,0,1560870,0.0312174,0.618144,67
747,node-320,BP,32050448,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16027,1506538,0,0,0,0,1506538,0.03013076,0.595584,71
748,node-321,BP,32002816,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16264,1528816,0,0,0,0,1528816,0.03057632,0.604608,67
749,node-322,BP,31933011,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16304,1532576,0,0,0,0,1532576,0.030651519999999998,0.60912,67
750,node-323,BP,31932078,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15708,1476552,0,0,0,0,1476552,0.02953104,0.585808,67
751,node-324,BP,31878068,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16000,1504000,0,0,0,0,1504000,0.03008,0.597088,71
752,node-325,BP,31801238,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16451,1546394,0,0,0,0,1546394,0.03092788,0.612128,67
753,node-326,BP,31783753,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16125,1515750,0,0,0,0,1515750,0.030314999999999998,0.599344,67
754,node-327,BP,31591655,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15884,1493096,0,0,0,0,1493096,0.02986192,0.589568,67
755,node-328,BP,31397386,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15894,1494036,0,0,0,0,1494036,0.02988072,0.591072,392
756,node-329,BP,31363585,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16162,1519228,0,0,0,0,1519228,0.03038456,0.6016,71
757,node-33,BP,58961197,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17131,1610314,0,0,0,0,1610314,0.032206280000000004,0.637696,71
758,node-330,BP,31249588,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15970,1501180,0,0,0,0,1501180,0.030023599999999998,0.591824,67
759,node-331,BP,30727050,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17060,1603640,0,0,0,0,1603640,0.0320728,0.63544,71
760,node-332,BP,30670241,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15715,1477210,0,0,0,0,1477210,0.0295442,0.588816,67
761,node-333,BP,30607061,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15999,1503906,0,0,0,0,1503906,0.03007812,0.598592,67
762,node-334,BP,30601253,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16108,1514152,0,0,0,0,1514152,0.030283039999999997,0.599344,67
763,node-335,BP,30258146,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15883,1493002,0,0,0,0,1493002,0.029860039999999997,0.59408,67
764,node-336,BP,30161857,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16072,1510768,0,0,0,0,1510768,0.030215360000000004,0.600096,67
765,node-337,BP,29988443,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15967,1500898,0,0,0,0,1500898,0.03001796,0.598592,67
766,node-338,BP,29942468,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16293,1531542,0,0,0,0,1531542,0.03063084,0.606864,71
767,node-339,BP,29896446,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16078,1511332,0,0,0,0,1511332,0.03022664,0.603104,67
768,node-34,BP,58956660,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17301,1626294,0,0,0,0,1626294,0.03252588,0.645968,67
769,node-340,BP,29793334,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15727,1478338,0,0,0,0,1478338,0.029566759999999997,0.58656,67
770,node-341,BP,29712388,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16370,1538780,0,0,0,0,1538780,0.0307756,0.610624,67
771,node-342,BP,29656234,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15849,1489806,0,0,0,0,1489806,0.02979612,0.588816,71
772,node-343,BP,29587209,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16590,1559460,0,0,0,0,1559460,0.0311892,0.617392,67
773,node-344,BP,29052390,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15910,1495540,0,0,0,0,1495540,0.0299108,0.591072,67
774,node-345,BP,29001588,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16134,1516596,0,0,0,0,1516596,0.030331920000000002,0.600848,67
775,node-346,BP,28883712,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15801,1485294,0,0,0,0,1485294,0.029705879999999997,0.589568,67
776,node-347,BP,28523648,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15797,1484918,0,0,0,0,1484918,0.02969836,0.585808,67
777,node-348,BP,28522222,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15898,1494412,0,0,0,0,1494412,0.02988824,0.596336,67
778,node-349,BP,28336697,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15830,1488020,0,0,0,0,1488020,0.0297604,0.588816,67
779,node-35,BP,57864692,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16717,1571398,0,0,0,0,1571398,0.031427960000000005,0.619648,67
780,node-350,BP,28108398,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16187,1521578,0,0,0,0,1521578,0.030431560000000003,0.606864,67
781,node-351,BP,28043439,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16581,1558614,0,0,0,0,1558614,0.03117228,0.619648,67
782,node-352,BP,28039865,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15310,1439140,0,0,0,0,1439140,0.0287828,0.567008,71
783,node-353,BP,27988058,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15653,1471382,0,0,0,0,1471382,0.029427639999999998,0.579792,67
784,node-354,BP,27903460,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15859,1490746,0,0,0,0,1490746,0.029814919999999998,0.59032,67
785,node-355,BP,27690428,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16335,1535490,0,0,0,0,1535490,0.0307098,0.609872,67
786,node-356,BP,27519774,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16431,1544514,0,0,0,0,1544514,0.03089028,0.615888,67
787,node-357,BP,27293649,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16231,1525714,0,0,0,0,1525714,0.03051428,0.602352,67
788,node-358,BP,27262558,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16158,1518852,0,0,0,0,1518852,0.03037704,0.604608,67
789,node-359,BP,27253044,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16362,1538028,0,0,0,0,1538028,0.03076056,0.606864,67
790,node-36,BP,57708368,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17634,1657596,0,0,0,0,1657596,0.03315192,0.657248,67
791,node-360,BP,27212669,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16107,1514058,0,0,0,0,1514058,0.030281159999999998,0.600096,67
792,node-361,BP,27210830,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16206,1523364,0,0,0,0,1523364,0.03046728,0.60536,67
793,node-362,BP,27208596,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16245,1527030,0,0,0,0,1527030,0.0305406,0.608368,67
794,node-363,BP,27202424,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16241,1526654,0,0,0,0,1526654,0.03053308,0.60536,67
795,node-364,BP,27187423,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16029,1506726,0,0,0,0,1506726,0.03013452,0.59408,71
796,node-365,BP,27171665,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16090,1512460,0,0,0,0,1512460,0.030249199999999997,0.597088,67
797,node-366,BP,27158622,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16208,1523552,0,0,0,0,1523552,0.03047104,0.60536,67
798,node-367,BP,27076564,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16254,1527876,0,0,0,0,1527876,0.03055752,0.606112,67
799,node-368,BP,26955054,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16117,1514998,0,0,0,0,1514998,0.03029996,0.60536,67
800,node-369,BP,22325231,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17385,1634190,0,0,0,0,1634190,0.0326838,0.648224,67
801,node-37,BP,57608082,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16543,1555042,0,0,0,0,1555042,0.03110084,0.612128,71
802,node-370,BP,22214230,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17223,1618962,0,0,0,0,1618962,0.032379240000000004,0.641456,71
803,node-371,BP,22089744,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17436,1638984,0,0,0,0,1638984,0.03277968,0.648224,67
804,node-372,BP,21894611,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17354,1631276,0,0,0,0,1631276,0.03262552,0.645968,67
805,node-373,BP,21804884,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17502,1645188,0,0,0,0,1645188,0.032903760000000004,0.651232,67
806,node-374,BP,21726732,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17036,1601384,0,0,0,0,1601384,0.032027679999999996,0.632432,67
807,node-375,BP,21681489,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17500,1645000,0,0,0,0,1645000,0.0329,0.653488,67
808,node-376,BP,21652867,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17551,1649794,0,0,0,0,1649794,0.03299588,0.651984,71
809,node-377,BP,21652286,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17266,1623004,0,0,0,0,1623004,0.032460079999999995,0.64296,67
810,node-378,BP,21639960,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16464,1547616,0,0,0,0,1547616,0.030952320000000002,0.609872,67
811,node-379,BP,26608251,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17072,1604768,0,0,0,0,1604768,0.032095359999999996,0.630928,67
812,node-38,BP,57186659,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16794,1578636,0,0,0,0,1578636,0.03157272,0.62416,67
813,node-380,BP,26575894,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17133,1610502,0,0,0,0,1610502,0.03221004,0.636944,71
814,node-381,BP,26495343,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17390,1634660,0,0,0,0,1634660,0.0326932,0.647472,67
815,node-382,BP,26437252,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17263,1622722,0,0,0,0,1622722,0.03245444,0.641456,67
816,node-383,BP,26419289,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17392,1634848,0,0,0,0,1634848,0.032696960000000004,0.64672,67
817,node-384,BP,26416287,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17812,1674328,0,0,0,0,1674328,0.03348656,0.663264,67
818,node-385,BP,26413290,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17407,1636258,0,0,0,0,1636258,0.03272516,0.649728,67
819,node-386,BP,26267604,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17259,1622346,0,0,0,0,1622346,0.032446920000000004,0.642208,67
820,node-387,BP,26227992,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16648,1564912,0,0,0,0,1564912,0.031298240000000005,0.6204,71
821,node-388,BP,26143143,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16681,1568014,0,0,0,0,1568014,0.03136028,0.61664,71
822,node-389,BP,26025502,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16742,1573748,0,0,0,0,1573748,0.031474959999999996,0.621152,67
823,node-39,BP,56912255,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16992,1597248,0,0,0,0,1597248,0.03194496,0.632432,67
824,node-390,BP,25931159,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16713,1571022,0,0,0,0,1571022,0.03142044,0.6204,67
825,node-391,BP,25905115,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16800,1579200,0,0,0,0,1579200,0.031584,0.625664,67
826,node-392,BP,25500898,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17106,1607964,0,0,0,0,1607964,0.03215928,0.63544,67
827,node-393,BP,25407893,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16954,1593676,0,0,0,0,1593676,0.03187352,0.629424,67
828,node-394,BP,25374426,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17070,1604580,0,0,0,0,1604580,0.0320916,0.636192,67
829,node-395,BP,25279375,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16496,1550624,0,0,0,0,1550624,0.03101248,0.61664,67
830,node-396,BP,25204481,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16963,1594522,0,0,0,0,1594522,0.03189044,0.63168,67
831,node-397,BP,25200224,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16823,1581362,0,0,0,0,1581362,0.03162724,0.626416,67
832,node-398,BP,24841398,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16865,1585310,0,0,0,0,1585310,0.0317062,0.624912,67
833,node-399,BP,24796961,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16770,1576380,0,0,0,0,1576380,0.031527599999999996,0.62416,67
834,node-4,relay,0,267288,25125072,0,0,0,0,25125072,0.50250144,9.951968,67,368653,34653382,0,0,0,0,34653382,0.69306764,13.729264,67
835,node-40,BP,22423109,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16402,1541788,0,0,0,0,1541788,0.03083576,0.612128,67
836,node-400,BP,24637753,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17198,1616612,0,0,0,0,1616612,0.03233224,0.6392,67
837,node-401,BP,24483732,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16803,1579482,0,0,0,0,1579482,0.03158964,0.623408,67
838,node-402,BP,24271261,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17331,1629114,0,0,0,0,1629114,0.03258228,0.643712,67
839,node-403,BP,24007566,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16771,1576474,0,0,0,0,1576474,0.03152948,0.623408,71
840,node-404,BP,23995779,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16847,1583618,0,0,0,0,1583618,0.03167236,0.624912,392
841,node-405,BP,23892743,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17012,1599128,0,0,0,0,1599128,0.03198256,0.632432,67
842,node-406,BP,23829312,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16685,1568390,0,0,0,0,1568390,0.0313678,0.61664,67
843,node-407,BP,23770972,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16798,1579012,0,0,0,0,1579012,0.03158024,0.618896,71
844,node-408,BP,23754106,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16677,1567638,0,0,0,0,1567638,0.03135276,0.618896,67
845,node-409,BP,23481531,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16899,1588506,0,0,0,0,1588506,0.03177012,0.629424,71
846,node-41,BP,67383640,8928,839232,0,0,0,0,839232,0.01678464,0.332384,67,16858,1584652,0,0,0,0,1584652,0.03169304,0.624912,67
847,node-410,BP,23294178,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16600,1560400,0,0,0,0,1560400,0.031208,0.615136,71
848,node-411,BP,23208218,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16686,1568484,0,0,0,0,1568484,0.03136968,0.618896,71
849,node-412,BP,23204320,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16899,1588506,0,0,0,0,1588506,0.03177012,0.630176,67
850,node-413,BP,23134099,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16798,1579012,0,0,0,0,1579012,0.03158024,0.62416,235
851,node-414,BP,23028641,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16813,1580422,0,0,0,0,1580422,0.03160844,0.62416,67
852,node-415,BP,23023418,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16645,1564630,0,0,0,0,1564630,0.0312926,0.61664,71
853,node-416,BP,22926248,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16508,1551752,0,0,0,0,1551752,0.03103504,0.61288,71
854,node-417,BP,22905164,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17161,1613134,0,0,0,0,1613134,0.03226268,0.636192,67
855,node-418,BP,22747420,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16701,1569894,0,0,0,0,1569894,0.031397879999999996,0.618896,71
856,node-419,BP,20111421,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16139,1517066,0,0,0,0,1517066,0.03034132,0.600096,67
857,node-42,BP,67238145,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16512,1552128,0,0,0,0,1552128,0.03104256,0.61664,71
858,node-420,BP,20097545,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16017,1505598,0,0,0,0,1505598,0.03011196,0.593328,67
859,node-421,BP,20025027,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15261,1434534,0,0,0,0,1434534,0.02869068,0.56776,67
860,node-422,BP,19919286,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15965,1500710,0,0,0,0,1500710,0.0300142,0.597088,71
861,node-423,BP,19882135,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17133,1610502,0,0,0,0,1610502,0.03221004,0.6392,67
862,node-424,BP,19819713,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16882,1586908,0,0,0,0,1586908,0.03173816,0.626416,67
863,node-425,BP,21600269,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15961,1500334,0,0,0,0,1500334,0.03000668,0.593328,67
864,node-426,BP,21582007,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17153,1612382,0,0,0,0,1612382,0.03224764,0.6392,71
865,node-427,BP,21514036,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16835,1582490,0,0,0,0,1582490,0.0316498,0.626416,71
866,node-428,BP,21492855,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16768,1576192,0,0,0,0,1576192,0.03152384,0.627168,71
867,node-429,BP,21483080,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15932,1497608,0,0,0,0,1497608,0.029952160000000002,0.591824,71
868,node-43,BP,66262129,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16809,1580046,0,0,0,0,1580046,0.031600920000000005,0.622656,67
869,node-430,BP,21311034,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16965,1594710,0,0,0,0,1594710,0.031894200000000004,0.63168,67
870,node-431,BP,21263521,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17090,1606460,0,0,0,0,1606460,0.0321292,0.63544,67
871,node-432,BP,39112440,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16585,1558990,0,0,0,0,1558990,0.0311798,0.617392,71
872,node-433,BP,38932827,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17063,1603922,0,0,0,0,1603922,0.03207844,0.63544,67
873,node-434,BP,38507626,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17434,1638796,0,0,0,0,1638796,0.03277592,0.648976,67
874,node-435,BP,38480915,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16699,1569706,0,0,0,0,1569706,0.03139412,0.621152,67
875,node-436,BP,38417284,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17181,1615014,0,0,0,0,1615014,0.03230028,0.637696,67
876,node-437,BP,38364047,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17374,1633156,0,0,0,0,1633156,0.032663120000000004,0.645216,67
877,node-438,BP,38270006,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17226,1619244,0,0,0,0,1619244,0.03238488,0.642208,67
878,node-439,BP,54955495,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16913,1589822,0,0,0,0,1589822,0.03179644,0.630928,71
879,node-44,relay,0,267768,25170192,0,0,0,0,25170192,0.50340384,9.970016,67,360720,33907680,0,0,0,0,33907680,0.6781536,13.429216,67
880,node-440,BP,42122646,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17250,1621500,0,0,0,0,1621500,0.03243,0.644464,67
881,node-441,BP,41684152,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17116,1608904,0,0,0,0,1608904,0.03217808,0.636944,67
882,node-442,BP,54827879,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17193,1616142,0,0,0,0,1616142,0.03232284,0.6392,67
883,node-443,BP,54759219,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16978,1595932,0,0,0,0,1595932,0.03191864,0.630176,67
884,node-444,BP,37818867,8927,839138,0,0,0,0,839138,0.01678276,0.332384,67,17087,1606178,0,0,0,0,1606178,0.03212356,0.634688,67
885,node-445,BP,46969561,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17496,1644624,0,0,0,0,1644624,0.03289248,0.651984,67
886,node-446,BP,46852478,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16233,1525902,0,0,0,0,1525902,0.030518040000000003,0.603856,67
887,node-447,BP,46373111,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16505,1551470,0,0,0,0,1551470,0.0310294,0.6204,67
888,node-448,BP,45946202,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16518,1552692,0,0,0,0,1552692,0.03105384,0.612128,67
889,node-449,BP,54123771,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16776,1576944,0,0,0,0,1576944,0.03153888,0.630176,67
890,node-45,relay,0,303397,28519318,0,0,0,0,28519318,0.57038636,11.296544,67,395554,37182076,0,0,0,0,37182076,0.7436415200000001,14.715136,67
891,node-450,BP,53984659,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16641,1564254,0,0,0,0,1564254,0.03128508,0.621152,67
892,node-451,BP,18245241,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17086,1606084,0,0,0,0,1606084,0.03212168,0.636192,67
893,node-452,relay,0,258862,24333028,0,0,0,0,24333028,0.48666055999999996,9.638384,67,361149,33948006,0,0,0,0,33948006,0.67896012,13.45328,67
894,node-453,relay,0,427063,40143922,0,0,0,0,40143922,0.8028784400000001,15.90104,67,340609,32017246,0,0,0,0,32017246,0.64034492,12.681728,67
895,node-454,relay,0,444787,41809978,0,0,0,0,41809978,0.8361995600000001,16.556784,67,287475,27022650,0,0,0,0,27022650,0.540453,10.709232,67
896,node-455,relay,0,266529,25053726,0,0,0,0,25053726,0.50107452,9.91888,67,395157,37144758,0,0,0,0,37144758,0.7428951600000001,14.71288,67
897,node-456,relay,0,320882,30162908,0,0,0,0,30162908,0.60325816,11.94552,67,360167,33855698,0,0,0,0,33855698,0.6771139599999999,13.402896,67
898,node-457,relay,0,320647,30140818,0,0,0,0,30140818,0.6028163599999999,11.938,67,361777,34007038,0,0,0,0,34007038,0.68014076,13.474336,67
899,node-458,relay,0,240309,22589046,0,0,0,0,22589046,0.45178092,8.946544,67,299423,28145762,0,0,0,0,28145762,0.56291524,11.156672,67
900,node-459,relay,0,248990,23405060,0,0,0,0,23405060,0.4681012,9.269904,67,298546,28063324,0,0,0,0,28063324,0.56126648,11.131856,67
901,node-46,relay,0,249956,23495864,0,0,0,0,23495864,0.46991728,9.306752,67,317272,29823568,0,0,0,0,29823568,0.59647136,11.815424,67
902,node-460,relay,0,240632,22619408,0,0,0,0,22619408,0.45238816,8.959328,67,342439,32189266,0,0,0,0,32189266,0.6437853200000001,12.745648,67
903,node-461,relay,0,338784,31845696,0,0,0,0,31845696,0.63691392,12.612544,67,324101,30465494,0,0,0,0,30465494,0.60930988,12.059072,67
904,node-462,relay,0,249812,23482328,0,0,0,0,23482328,0.46964656,9.301488,67,342243,32170842,0,0,0,0,32170842,0.64341684,12.73888,67
905,node-463,relay,0,257498,24204812,0,0,0,0,24204812,0.48409624,9.587248,67,325028,30552632,0,0,0,0,30552632,0.61105264,12.090656,67
906,node-464,relay,0,222683,20932202,0,0,0,0,20932202,0.41864404,8.2908,67,297919,28004386,0,0,0,0,28004386,0.56008772,11.085232,67
907,node-465,relay,0,240634,22619596,0,0,0,0,22619596,0.45239192,8.957824,67,360613,33897622,0,0,0,0,33897622,0.67795244,13.427712,67
908,node-466,relay,0,285202,26808988,0,0,0,0,26808988,0.53617976,10.618992,67,360231,33861714,0,0,0,0,33861714,0.67723428,13.425456,67
909,node-467,relay,0,284540,26746760,0,0,0,0,26746760,0.5349351999999999,10.59192,67,289797,27240918,0,0,0,0,27240918,0.5448183600000001,10.796464,67
910,node-468,relay,0,338626,31830844,0,0,0,0,31830844,0.6366168799999999,12.609536,67,297284,27944696,0,0,0,0,27944696,0.55889392,11.060416,67
911,node-469,relay,0,275535,25900290,0,0,0,0,25900290,0.5180058,10.258032,67,322753,30338782,0,0,0,0,30338782,0.60677564,12.014704,67
912,node-47,relay,0,249220,23426680,0,0,0,0,23426680,0.4685336,9.280432,67,307735,28927090,0,0,0,0,28927090,0.5785418,11.437168,67
913,node-470,relay,0,231659,21775946,0,0,0,0,21775946,0.43551892000000003,8.623936,67,279484,26271496,0,0,0,0,26271496,0.52542992,10.397152,67
